experiment,algorithm,pop_size,config,seed,effective_pop,n_feasible,runtime_s,profile_id,archetype,hypervolume,max_hv_profile,normalized_hv,normalization_scheme
nsga2_sweep,nsga2,180,sweep,0,180,180,4.184979083947837,STU_0036,comfort_seeking,22.552896778674153,23.390755185056378,0.9641799334928056,union_observed_max_per_profile
nsga2_sweep,nsga2,180,sweep,1,180,180,5.141492834023666,STU_0036,comfort_seeking,22.877156994163496,23.390755185056378,0.9780426845208912,union_observed_max_per_profile
nsga2_sweep,nsga2,180,sweep,2,180,180,4.610628416005056,STU_0036,comfort_seeking,22.628725225803528,23.390755185056378,0.9674217461888668,union_observed_max_per_profile
nsga2_sweep,nsga2,180,sweep,3,180,180,4.35687300004065,STU_0036,comfort_seeking,22.786389492958175,23.390755185056378,0.974162198384928,union_observed_max_per_profile
nsga2_sweep,nsga2,180,sweep,4,180,180,4.500528457982,STU_0036,comfort_seeking,22.971754921895407,23.390755185056378,0.9820869287953278,union_observed_max_per_profile
nsga2_sweep,nsga2,200,sweep,0,200,200,5.863245041982736,STU_0036,comfort_seeking,22.83316583270881,23.390755185056378,0.9761619773309502,union_observed_max_per_profile
nsga2_sweep,nsga2,200,sweep,1,200,200,5.441466375021264,STU_0036,comfort_seeking,22.846883708906898,23.390755185056378,0.976748443055958,union_observed_max_per_profile
nsga2_sweep,nsga2,200,sweep,2,200,200,5.5741532079991885,STU_0036,comfort_seeking,22.766395215972135,23.390755185056378,0.9733074043935476,union_observed_max_per_profile
nsga2_sweep,nsga2,200,sweep,3,200,200,5.700700875022449,STU_0036,comfort_seeking,22.846483548423297,23.390755185056378,0.9767313354217482,union_observed_max_per_profile
nsga2_sweep,nsga2,200,sweep,4,200,200,5.8434909579809755,STU_0036,comfort_seeking,22.856120151036308,23.390755185056378,0.977143318811629,union_observed_max_per_profile
equalization,nsga2,170,equalized,0,170,170,4.732152667012997,STU_0182,comfort_seeking,2.116584191182048,2.202307508625122,0.9610756821618476,union_observed_max_per_profile
equalization,nsga2,170,equalized,1,170,170,4.590193708951119,STU_0182,comfort_seeking,2.110023487445122,2.202307508625122,0.9580966686901904,union_observed_max_per_profile
equalization,nsga2,170,equalized,2,170,170,4.947448541002814,STU_0182,comfort_seeking,2.1732479771535846,2.202307508625122,0.986804961905761,union_observed_max_per_profile
